tr_id,dates,action,reward
2516602,2019-01-06,1,96093.75
2533907,2019-01-06,3,97221.835
2538542,2019-01-06,2,96832.64
2542498,2019-01-06,3,97846.24
2547981,2019-01-06,1,97812.32
2561825,2019-01-06,2,95769.075
2571089,2019-01-06,3,98514.14
2588168,2019-01-06,3,96010.99
2593277,2019-01-06,3,0.0
2596310,2019-01-06,3,0.0
2597254,2019-01-06,2,0.0
2601127,2019-01-06,2,0.0
2616197,2019-01-06,2,0.0
2642676,2019-01-06,1,98480.41
2650977,2019-01-06,3,0.0
2661631,2019-01-06,2,0.0
2671279,2019-01-06,2,0.0
2672644,2019-01-06,1,0.0
2683040,2019-01-07,2,96022.6
2683065,2019-01-07,2,0.0
2684985,2019-01-07,1,0.0
2691281,2019-01-07,1,0.0
2694149,2019-01-07,3,97865.32
2702862,2019-01-07,1,97058.84
2725678,2019-01-07,2,0.0
2740927,2019-01-07,2,96622.25
2742399,2019-01-07,1,0.0
2742410,2019-01-07,3,95591.045
2786083,2019-01-07,2,98385.24
2836536,2019-01-07,1,97375.215
2853854,2019-01-07,2,96191.3
2859845,2019-01-07,1,96022.765
2863992,2019-01-07,2,95720.47
2869488,2019-01-07,3,0.0
2872283,2019-01-07,2,98383.12
2887786,2019-01-07,3,97098.875
2900418,2019-01-07,1,0.0
2915690,2019-01-07,3,0.0
2933148,2019-01-07,3,96992.16
2967073,2019-01-07,2,0.0
2967718,2019-01-07,1,0.0
2973563,2019-01-07,3,97412.28
2998855,2019-01-07,3,0.0
3001770,2019-01-07,2,95956.545
3003326,2019-01-08,1,0.0
3004001,2019-01-08,2,97252.6
3018756,2019-01-08,1,98523.78
3025371,2019-01-08,2,95854.745
3047925,2019-01-08,2,97699.81
3047939,2019-01-08,2,0.0
3058588,2019-01-08,1,95614.0
3059204,2019-01-08,2,0.0
3068189,2019-01-08,1,97385.15
3099485,2019-01-08,2,98722.195
3102719,2019-01-08,3,97558.28
3113274,2019-01-08,2,97595.4
3124903,2019-01-08,2,0.0
3125565,2019-01-08,1,0.0
3142458,2019-01-08,2,0.0
3144584,2019-01-09,2,98342.765
3145434,2019-01-09,1,0.0
3156513,2019-01-09,1,96546.88
3157411,2019-01-09,2,95763.78
3163622,2019-01-09,3,98538.91
3176356,2019-01-09,1,95934.26
3180819,2019-01-09,1,95596.9
3191782,2019-01-09,2,97541.36
3204063,2019-01-09,2,95915.53
3234610,2019-01-09,3,0.0
3236755,2019-01-09,1,98745.045
3244771,2019-01-09,3,0.0
3247881,2019-01-09,2,0.0
3248334,2019-01-09,1,0.0
3260699,2019-01-09,3,0.0
3270771,2019-01-09,1,97165.2
3274747,2019-01-09,2,0.0
3278981,2019-01-09,1,95984.08
3289170,2019-01-09,2,97557.025
3294648,2019-01-09,2,98753.68
3300839,2019-01-09,3,0.0
3309140,2019-01-09,2,0.0
3332215,2019-01-09,2,0.0
3334385,2019-01-09,2,97975.76
3343274,2019-01-09,2,96143.815
3352143,2019-01-09,2,0.0
3356233,2019-01-09,3,97383.625
3356301,2019-01-09,1,0.0
3365059,2019-01-10,3,95705.59
3370898,2019-01-10,3,97454.66
3388392,2019-01-10,1,0.0
3396234,2019-01-10,1,98741.4
3403379,2019-01-10,1,0.0
3453896,2019-01-10,2,97659.36
3457675,2019-01-10,3,0.0
3460910,2019-01-10,2,98496.64
3466212,2019-01-10,3,0.0
3468505,2019-01-10,1,0.0
3470728,2019-01-10,2,0.0
3488409,2019-01-10,2,0.0
3490627,2019-01-10,3,0.0
3496297,2019-01-10,3,0.0
3511403,2019-01-10,2,0.0
3541787,2019-01-10,2,95667.9
3542417,2019-01-10,2,0.0
3546489,2019-01-10,1,98472.51
3554657,2019-01-10,1,0.0
3558467,2019-01-10,1,95828.04
3578962,2019-01-10,1,98818.99
3579812,2019-01-10,2,97574.06
3580170,2019-01-10,2,0.0
3583234,2019-01-10,3,97736.9
3587026,2019-01-10,3,0.0
3604887,2019-01-10,2,0.0
3611139,2019-01-10,1,98770.04
3611325,2019-01-10,3,0.0
3616839,2019-01-10,2,0.0
3623554,2019-01-10,1,97977.94
3635990,2019-01-10,3,0.0
3645411,2019-01-10,1,97837.78
3662617,2019-01-10,1,96996.83
3662829,2019-01-11,1,97632.6
3677282,2019-01-11,2,0.0
3693187,2019-01-11,2,97607.12
3696474,2019-01-11,3,97661.84
3712104,2019-01-11,2,98297.18
3717914,2019-01-11,1,97516.375
3753059,2019-01-11,1,0.0
3763451,2019-01-11,3,96980.005
3772070,2019-01-11,3,96871.02
3775701,2019-01-11,2,96655.32
3784121,2019-01-11,3,97166.2
3787624,2019-01-11,2,97834.075
3799053,2019-01-11,3,96222.51
3831419,2019-01-11,3,0.0
3843514,2019-01-11,3,0.0
3843747,2019-01-11,2,95983.8
3847385,2019-01-11,3,97686.45
3868684,2019-01-11,3,0.0
3873467,2019-01-11,2,0.0
3880264,2019-01-11,3,98688.785
3885864,2019-01-11,3,97334.65
3916980,2019-01-11,2,96647.28
3917019,2019-01-11,2,98579.44
3920232,2019-01-11,1,96072.51
3940864,2019-01-11,2,96961.58
3943757,2019-01-12,1,96861.65
3955455,2019-01-12,3,0.0
3966343,2019-01-12,1,0.0
3976765,2019-01-12,1,0.0
3995009,2019-01-12,1,0.0
3996323,2019-01-12,3,98585.5
3998321,2019-01-12,3,0.0
4004567,2019-01-12,3,97521.16
4010585,2019-01-12,2,0.0
4054576,2019-01-12,3,97797.36
4062218,2019-01-12,2,96284.4
4127548,2019-01-12,2,98831.42
4140662,2019-01-12,1,0.0
4141688,2019-01-12,1,0.0
4156087,2019-01-12,1,0.0
4208180,2019-01-12,2,0.0
4208263,2019-01-12,2,96783.435
4228407,2019-01-12,2,98163.96
4242473,2019-01-12,2,96921.345
4270773,2019-01-12,1,98862.26
4272327,2019-01-12,1,95962.2
4274460,2019-01-12,3,97871.28
4278177,2019-01-12,2,0.0
4280374,2019-01-12,2,98276.85
4286276,2019-01-12,2,96294.735
4291262,2019-01-12,2,95615.8
4293007,2019-01-12,2,0.0
4302054,2019-01-12,3,97093.15
4347129,2019-01-12,1,95928.995
4347221,2019-01-13,3,0.0
4351875,2019-01-13,2,98331.0
4385344,2019-01-13,3,96810.56
4398418,2019-01-13,3,97791.525
4445749,2019-01-13,1,98630.96
4462343,2019-01-13,3,98138.03
4477337,2019-01-13,1,0.0
4479503,2019-01-13,3,0.0
4484597,2019-01-13,3,97429.92
4485968,2019-01-13,1,0.0
4486988,2019-01-13,1,0.0
4487881,2019-01-13,1,96274.1
4512620,2019-01-13,3,95594.52
4524407,2019-01-13,3,0.0
4526274,2019-01-13,1,95781.42
4529363,2019-01-13,2,97237.035
4533773,2019-01-13,2,96309.3
4551236,2019-01-13,1,0.0
4558740,2019-01-13,3,0.0
4580397,2019-01-13,3,95745.44
4604489,2019-01-13,1,0.0
4605705,2019-01-13,2,98146.15
4624730,2019-01-13,2,96370.49
4635741,2019-01-13,1,0.0
4640106,2019-01-13,1,96817.1
4643105,2019-01-13,1,96014.155
4682011,2019-01-13,2,98935.75
4690814,2019-01-13,3,96696.08
4695480,2019-01-13,1,95779.4
4707986,2019-01-13,2,96165.71
4713046,2019-01-13,3,95633.32
4726316,2019-01-13,1,96833.175
4729573,2019-01-13,3,0.0
4737144,2019-01-13,1,0.0
4746211,2019-01-13,3,97567.85
4776546,2019-01-13,1,96014.515
4778127,2019-01-13,1,0.0
4782150,2019-01-13,2,98201.88
4816320,2019-01-14,3,0.0
4822179,2019-01-14,3,0.0
4838762,2019-01-14,2,0.0
4839370,2019-01-14,1,0.0
4840076,2019-01-14,2,96409.45
4843461,2019-01-14,3,96236.69
4849797,2019-01-14,1,0.0
4854867,2019-01-14,2,98084.83
4863461,2019-01-14,3,0.0
4867077,2019-01-14,2,0.0
4867916,2019-01-14,1,0.0
4870032,2019-01-14,1,98893.975
4874253,2019-01-14,3,96543.05
4892146,2019-01-14,3,98979.5
4893417,2019-01-14,3,98401.32
4937835,2019-01-14,1,96286.62
4948191,2019-01-14,3,95711.57
4966698,2019-01-15,2,97984.215
4972377,2019-01-15,3,0.0
4994849,2019-01-15,3,0.0
5004255,2019-01-15,2,0.0
5028360,2019-01-15,3,98868.47
5071480,2019-01-15,2,0.0
5071628,2019-01-15,2,0.0
5075074,2019-01-15,2,0.0
5078822,2019-01-15,2,0.0
5093656,2019-01-15,3,98875.16
5107895,2019-01-15,2,98681.285
5122119,2019-01-15,3,98593.35
5125638,2019-01-15,1,0.0
5131448,2019-01-15,3,95757.52
5134584,2019-01-15,3,0.0
5164645,2019-01-15,1,0.0
5166357,2019-01-15,2,97423.675
5190894,2019-01-15,1,0.0
5197269,2019-01-15,2,0.0
5203453,2019-01-15,2,0.0
5221686,2019-01-15,1,96358.93
5222716,2019-01-15,2,95568.0
5223923,2019-01-15,2,95993.08
5257731,2019-01-15,1,96349.17
5272421,2019-01-15,1,98604.21
5272840,2019-01-15,2,98747.36
5300269,2019-01-15,3,95571.325
5339885,2019-01-15,1,0.0
5343598,2019-01-16,2,0.0
5375855,2019-01-16,3,95974.56
5378814,2019-01-16,1,97935.765
5390698,2019-01-16,2,0.0
5391587,2019-01-16,1,97474.715
5394411,2019-01-16,3,97378.84
5395092,2019-01-16,2,97129.845
5397593,2019-01-16,2,0.0
5400380,2019-01-16,2,95858.275
5413049,2019-01-16,2,0.0
5419489,2019-01-16,2,0.0
5428581,2019-01-16,1,0.0
5443032,2019-01-16,2,97850.425
5448607,2019-01-16,2,0.0
5464045,2019-01-16,1,97685.575
5477517,2019-01-16,2,98083.54
5502575,2019-01-16,3,96080.61
5506058,2019-01-16,2,0.0
5512991,2019-01-16,3,98208.375
5520776,2019-01-16,2,98608.69
5522642,2019-01-16,1,0.0
5536466,2019-01-16,2,97337.68
5546296,2019-01-16,3,97796.465
5560938,2019-01-16,3,0.0
5568711,2019-01-16,1,98888.17
5572465,2019-01-16,1,98984.4
5588553,2019-01-16,3,98385.64
5598799,2019-01-17,3,0.0
5648236,2019-01-17,2,0.0
5648996,2019-01-17,1,0.0
5674685,2019-01-17,3,97438.33
5684981,2019-01-17,3,98617.85
5685479,2019-01-17,2,96560.705
5691495,2019-01-17,1,0.0
5695428,2019-01-17,3,0.0
5706101,2019-01-17,1,97674.15
5710268,2019-01-17,2,97980.225
5710859,2019-01-17,2,0.0
5721003,2019-01-17,3,97977.825
5721368,2019-01-17,1,95616.99
5722618,2019-01-17,3,95649.23
5728273,2019-01-17,1,0.0
5730161,2019-01-17,2,0.0
5743987,2019-01-17,3,96435.0
5750165,2019-01-17,2,0.0
5758190,2019-01-17,1,0.0
5763642,2019-01-17,1,98816.975
5769884,2019-01-17,2,96001.32
5778281,2019-01-17,2,95867.675
5785915,2019-01-17,1,98040.92
5794921,2019-01-17,3,0.0
5799480,2019-01-17,3,96836.35
5800129,2019-01-17,2,97766.31
5800837,2019-01-17,2,97448.5
5801718,2019-01-17,3,0.0
5810515,2019-01-17,1,96117.34
5830680,2019-01-17,1,97330.78
5848390,2019-01-17,2,96563.76
5865620,2019-01-17,3,96679.875
5873821,2019-01-17,1,98721.94
5881704,2019-01-17,2,0.0
5918355,2019-01-17,3,0.0
5925728,2019-01-17,1,96719.52
5944622,2019-01-17,3,98805.2
5975982,2019-01-18,1,98800.615
5985039,2019-01-18,2,97838.76
5985409,2019-01-18,3,95772.38
5995853,2019-01-18,3,97621.92
6032788,2019-01-18,3,97740.5
6043590,2019-01-18,2,0.0
6044540,2019-01-18,2,96579.545
6069194,2019-01-18,3,95786.24
6085661,2019-01-18,3,96663.135
6094939,2019-01-18,2,98058.4
6103963,2019-01-18,3,0.0
6107335,2019-01-18,2,0.0
6108423,2019-01-18,2,97441.565
6116971,2019-01-18,1,0.0
6136817,2019-01-18,2,0.0
6137897,2019-01-18,1,98347.16
6141138,2019-01-18,3,0.0
6166324,2019-01-18,1,96622.16
6180470,2019-01-18,3,0.0
6190387,2019-01-18,3,96013.3
6193923,2019-01-18,3,0.0
6204493,2019-01-18,2,98829.36
6204735,2019-01-18,1,98698.44
6211983,2019-01-18,3,97849.64
6233134,2019-01-19,3,98690.225
6264646,2019-01-19,3,0.0
6285621,2019-01-19,3,98531.305
6287655,2019-01-19,1,98398.86
6306075,2019-01-19,2,0.0
6307301,2019-01-19,1,95704.5
6309659,2019-01-19,3,97526.585
6317965,2019-01-19,3,0.0
6328585,2019-01-19,3,97522.725
6343358,2019-01-19,1,98624.8
6343586,2019-01-19,1,96893.825
6350519,2019-01-19,1,96846.95
6355499,2019-01-19,1,96612.095
6360132,2019-01-19,3,96216.64
6361271,2019-01-19,3,97016.63
6397107,2019-01-19,2,0.0
6398991,2019-01-19,3,95935.77
6405526,2019-01-19,1,98310.52
6424523,2019-01-19,1,98229.78
6428410,2019-01-19,2,0.0
6432220,2019-01-19,1,97692.35
6433333,2019-01-19,3,96593.38
6472180,2019-01-19,2,98253.605
6484229,2019-01-19,3,97799.9
6485380,2019-01-19,2,97350.735
6491684,2019-01-19,1,96818.2
6501239,2019-01-19,2,96657.68
6507208,2019-01-19,2,0.0
6524005,2019-01-19,3,97846.225
6524129,2019-01-20,2,98392.92
6530474,2019-01-20,1,97605.125
6544925,2019-01-20,1,0.0
6576014,2019-01-20,1,0.0
6585283,2019-01-20,3,0.0
6603368,2019-01-20,2,0.0
6614025,2019-01-20,1,96803.8
6621585,2019-01-20,3,97105.17
6622104,2019-01-20,1,98520.9
6637418,2019-01-20,1,0.0
6649682,2019-01-20,2,95880.38
6652934,2019-01-20,2,98204.1
6655591,2019-01-20,2,98027.52
6658693,2019-01-20,1,98058.59
6665600,2019-01-20,1,98900.66
6672947,2019-01-20,3,96011.34
6691430,2019-01-20,1,98951.1
6693259,2019-01-20,3,98159.87
6703280,2019-01-20,2,97362.94
6704547,2019-01-20,2,0.0
6765348,2019-01-20,3,98705.36
6767724,2019-01-20,2,97345.325
6775104,2019-01-20,2,98058.76
6775111,2019-01-20,2,0.0
6789550,2019-01-20,1,98199.62
6791157,2019-01-20,1,98398.665
6812844,2019-01-20,2,0.0
6833538,2019-01-21,3,96496.325
6837084,2019-01-21,1,96819.44
6852964,2019-01-21,3,98315.475
6875146,2019-01-21,3,96362.09
6876058,2019-01-21,2,97068.625
6884375,2019-01-21,2,0.0
6892826,2019-01-21,3,0.0
6910519,2019-01-21,3,95715.64
6917732,2019-01-21,2,98068.13
6918006,2019-01-21,3,97135.8
6936718,2019-01-21,3,0.0
6938235,2019-01-21,2,98261.15
6958468,2019-01-21,1,95837.225
6965501,2019-01-21,2,98709.02
6970836,2019-01-21,3,96660.55
6971906,2019-01-21,3,98317.45
6972466,2019-01-21,2,97160.195
6976838,2019-01-21,3,97198.76
6983870,2019-01-21,1,0.0
6986951,2019-01-21,3,97916.9
6989801,2019-01-21,3,98014.115
6991639,2019-01-21,3,97335.18
6997914,2019-01-21,3,0.0
7002777,2019-01-21,1,0.0
7007054,2019-01-21,2,0.0
7022334,2019-01-21,3,0.0
7055063,2019-01-21,1,0.0
7090918,2019-01-21,1,98881.13
7095343,2019-01-21,2,98029.11
7115773,2019-01-21,1,0.0
7121067,2019-01-21,3,96525.29
7127202,2019-01-21,1,0.0
7131841,2019-01-21,2,97309.895
7133143,2019-01-21,2,95999.64
7148428,2019-01-21,1,98840.025
7184798,2019-01-22,3,95749.95
7189812,2019-01-22,3,97643.22
7193425,2019-01-22,3,98430.28
7196923,2019-01-22,1,0.0
7228646,2019-01-22,3,98993.25
7243602,2019-01-22,3,98638.28
7252040,2019-01-22,3,96000.48
7263574,2019-01-22,1,97834.475
7271861,2019-01-22,3,96116.55
7274416,2019-01-22,3,96369.6
7295248,2019-01-22,1,98708.68
7298709,2019-01-22,3,96468.79
7304129,2019-01-22,3,98983.86
7310511,2019-01-22,3,0.0
7338344,2019-01-22,3,0.0
7342610,2019-01-22,2,96070.07
7358034,2019-01-22,3,0.0
7365207,2019-01-22,1,96115.24
7365797,2019-01-22,2,96014.34
7365862,2019-01-22,2,0.0
7371104,2019-01-22,2,98557.45
7372033,2019-01-22,3,96664.42
7383117,2019-01-22,3,96401.52
7387646,2019-01-22,1,97750.63
7409391,2019-01-22,1,97452.65
7437874,2019-01-22,1,0.0
7442597,2019-01-23,3,96552.84
7462439,2019-01-23,3,97464.04
7463158,2019-01-23,2,0.0
7471148,2019-01-23,2,98547.05
7477245,2019-01-23,2,0.0
7488045,2019-01-23,1,0.0
7490587,2019-01-23,3,0.0
7498873,2019-01-23,1,95867.52
7500065,2019-01-23,1,0.0
7521106,2019-01-23,1,97178.575
7533991,2019-01-23,2,0.0
7542511,2019-01-23,1,0.0
7553936,2019-01-23,1,95668.56
7568610,2019-01-23,1,0.0
7569877,2019-01-23,1,0.0
7571353,2019-01-23,2,0.0
7571653,2019-01-23,3,97677.38
7584777,2019-01-23,1,96623.175
7591674,2019-01-23,3,95773.4
7597836,2019-01-23,1,0.0
7602462,2019-01-23,3,0.0
7603506,2019-01-23,3,0.0
7617147,2019-01-23,1,0.0
7626084,2019-01-23,2,97516.1
7628244,2019-01-23,1,97177.52
7637241,2019-01-24,1,98939.775
7654262,2019-01-24,3,95804.04
7662824,2019-01-24,1,97274.73
7665570,2019-01-24,2,96113.2
7679481,2019-01-24,2,96475.485
7692195,2019-01-24,2,96803.94
7700172,2019-01-24,2,0.0
7718303,2019-01-24,1,96562.52
7721568,2019-01-24,1,98292.15
7726673,2019-01-24,2,0.0
7739414,2019-01-24,3,98083.525
7745345,2019-01-24,2,97689.6
7774839,2019-01-24,2,95965.695
7785026,2019-01-24,2,97285.0
7785134,2019-01-24,3,0.0
7789278,2019-01-24,1,97096.16
7795573,2019-01-24,1,0.0
7798021,2019-01-24,1,0.0
7839447,2019-01-24,1,0.0
7849686,2019-01-24,2,98842.2
7856446,2019-01-24,2,97218.135
7873431,2019-01-24,3,97655.48
7894772,2019-01-24,1,97321.605
7906847,2019-01-24,3,98421.5
7926573,2019-01-24,3,96022.575
7927319,2019-01-24,3,0.0
7928279,2019-01-24,1,0.0
7951138,2019-01-24,3,97473.44
7979549,2019-01-24,1,97085.55
8019013,2019-01-24,3,96265.62
8019490,2019-01-24,3,97072.02
8024127,2019-01-24,1,0.0
8032401,2019-01-24,2,0.0
8045864,2019-01-24,3,96393.95
8051125,2019-01-24,1,96627.035
8059735,2019-01-24,3,0.0
8067762,2019-01-24,3,97263.745
8072649,2019-01-24,1,0.0
8085758,2019-01-24,3,0.0
8092334,2019-01-24,2,95956.46
8098535,2019-01-24,1,0.0
8105745,2019-01-24,2,96817.46
8153106,2019-01-24,3,97918.74
8153142,2019-01-24,2,96243.0
8155446,2019-01-24,1,96149.48
8180490,2019-01-24,2,96276.74
8186060,2019-01-24,2,96129.81
8204438,2019-01-25,2,0.0
8213560,2019-01-25,2,96598.225
8214972,2019-01-25,3,98854.88
8214990,2019-01-25,1,0.0
8222671,2019-01-25,1,0.0
8223108,2019-01-25,3,97482.785
8223538,2019-01-25,3,0.0
8233836,2019-01-25,3,96977.37
8244900,2019-01-25,1,97539.9
8247152,2019-01-25,1,95744.045
8256964,2019-01-25,1,96455.11
8257827,2019-01-25,1,95577.175
8258701,2019-01-25,1,95555.28
8274260,2019-01-25,3,0.0
8277081,2019-01-25,3,97523.39
8281268,2019-01-25,3,0.0
8289374,2019-01-25,1,98445.0
8292133,2019-01-25,3,98028.575
8318580,2019-01-25,2,96307.63
8320532,2019-01-25,2,96002.725
8328033,2019-01-25,3,0.0
8333984,2019-01-25,3,97111.875
8354501,2019-01-25,1,0.0
8389304,2019-01-25,2,97331.49
8398889,2019-01-26,1,0.0
8438404,2019-01-26,1,97621.72
8442568,2019-01-26,1,98541.7
8460731,2019-01-26,2,0.0
8471221,2019-01-26,1,0.0
8476994,2019-01-26,3,0.0
8485672,2019-01-26,3,0.0
8498808,2019-01-26,3,97105.9
8500943,2019-01-26,1,0.0
8517500,2019-01-26,1,0.0
8517764,2019-01-26,2,95697.85
8544590,2019-01-26,3,98138.33
8545420,2019-01-26,2,96654.4
8557329,2019-01-26,1,96478.47
8558983,2019-01-26,1,96032.54
8573168,2019-01-26,2,97172.995
8576664,2019-01-26,1,98640.82
8592950,2019-01-26,2,0.0
8594269,2019-01-26,1,96531.93
8595912,2019-01-26,1,98248.16
8597636,2019-01-26,2,0.0
8598488,2019-01-26,3,0.0
8610970,2019-01-27,1,97610.45
8622792,2019-01-27,3,0.0
8627140,2019-01-27,2,98347.9
8639722,2019-01-27,2,96991.31
8652814,2019-01-27,2,97536.39
8674977,2019-01-27,1,97164.475
8715444,2019-01-27,1,96308.56
8729607,2019-01-27,3,96138.905
8742170,2019-01-27,2,0.0
8744285,2019-01-27,2,0.0
8746093,2019-01-27,3,97068.5
8746135,2019-01-27,3,98592.985
8750339,2019-01-27,3,0.0
8752549,2019-01-27,2,95997.725
8773303,2019-01-27,2,99056.08
8773875,2019-01-27,1,0.0
8780841,2019-01-27,1,0.0
8789893,2019-01-27,3,95744.495
8819028,2019-01-27,1,98055.58
8824512,2019-01-27,2,0.0
8826573,2019-01-27,2,96936.25
8854373,2019-01-27,1,96749.06
8895281,2019-01-27,1,96734.64
8898195,2019-01-27,2,0.0
8911555,2019-01-27,3,95661.78
8914386,2019-01-27,3,95847.075
8919672,2019-01-27,1,96257.14
8943579,2019-01-27,1,97619.775
8948662,2019-01-27,2,0.0
8961689,2019-01-27,3,0.0
8961749,2019-01-28,2,98915.0
8972417,2019-01-28,3,96746.27
8991638,2019-01-28,2,98027.77
9013939,2019-01-28,3,97178.78
9018119,2019-01-28,1,0.0
9061582,2019-01-28,3,98383.9
9076211,2019-01-28,3,97564.62
9115833,2019-01-28,1,96725.855
9129635,2019-01-28,3,97653.08
9130297,2019-01-28,3,96908.14
9141059,2019-01-28,2,96891.35
9154088,2019-01-28,3,0.0
9157282,2019-01-28,2,0.0
9165030,2019-01-28,1,0.0
9170078,2019-01-28,1,95742.05
9176170,2019-01-28,3,0.0
9176797,2019-01-28,3,96180.32
9177930,2019-01-28,2,96852.16
9186546,2019-01-28,1,0.0
9222726,2019-01-28,2,98400.425
9234250,2019-01-28,3,0.0
9251811,2019-01-28,2,98811.48
9252699,2019-01-28,1,98215.74
9259607,2019-01-28,1,95704.81
9262214,2019-01-28,2,98976.96
9275280,2019-01-28,2,98453.875
9284581,2019-01-28,1,98950.95
9292774,2019-01-28,2,98647.09
9297215,2019-01-29,3,0.0
9306420,2019-01-29,2,0.0
9314990,2019-01-29,3,96542.3
9376130,2019-01-29,1,98406.28
