tr_id,user_id,dates,sale_price
1932714,93291,2019-01-04,95588.6
1942193,93243,2019-01-04,96640.23
1950052,17006,2019-01-04,96946.75
1982512,42661,2019-01-04,97252.36
1989049,76912,2019-01-04,95775.52
1992220,30637,2019-01-04,96089.075
2007833,53642,2019-01-04,95524.2
2012973,30944,2019-01-04,97946.335
2078190,96189,2019-01-04,97879.555
2089974,76235,2019-01-04,97097.21
2125480,82092,2019-01-04,98739.8
2142578,55277,2019-01-04,96018.3
2144563,76195,2019-01-04,98984.54
2199024,10169,2019-01-05,96957.325
2224165,95874,2019-01-05,96912.96
2227123,49865,2019-01-05,97011.17
2228837,93282,2019-01-05,96005.27
2232796,46075,2019-01-05,97916.05
2236017,11664,2019-01-05,97221.54
2237347,90194,2019-01-05,96330.36
2240755,44019,2019-01-05,96359.67
2281876,41378,2019-01-05,95841.15
2295252,11790,2019-01-05,95857.3
2314468,46120,2019-01-05,98657.62
2320570,58094,2019-01-05,97236.32
2331384,23762,2019-01-05,97968.8
2349285,51961,2019-01-05,97134.88
2351634,83996,2019-01-05,97937.64
2359287,11142,2019-01-05,97690.05
2380696,38667,2019-01-05,98268.52
2386019,28341,2019-01-06,98514.04
2425570,50667,2019-01-06,98452.12
2429952,75746,2019-01-06,96064.8
2491630,64953,2019-01-06,97900.76
2493839,60891,2019-01-06,96721.495
2512332,29797,2019-01-06,96359.1
2513597,21937,2019-01-06,99000.92
2516602,72723,2019-01-06,96093.75
2533907,65288,2019-01-06,97221.835
2538542,32622,2019-01-06,96832.64
2542498,68063,2019-01-06,97846.24
2547981,78242,2019-01-06,97812.32
2561825,68524,2019-01-06,95769.075
2571089,96190,2019-01-06,98514.14
2588168,66370,2019-01-06,96010.99
2642676,77014,2019-01-06,98480.41
2683040,94077,2019-01-07,96022.6
2694149,83228,2019-01-07,97865.32
2702862,36985,2019-01-07,97058.84
2740927,67155,2019-01-07,96622.25
2742410,97229,2019-01-07,95591.045
2786083,47351,2019-01-07,98385.24
2836536,84853,2019-01-07,97375.215
2853854,11667,2019-01-07,96191.3
2859845,47181,2019-01-07,96022.765
2863992,69548,2019-01-07,95720.47
2872283,40623,2019-01-07,98383.12
2887786,78752,2019-01-07,97098.875
2933148,76340,2019-01-07,96992.16
2973563,67847,2019-01-07,97412.28
3001770,62290,2019-01-07,95956.545
3004001,14807,2019-01-08,97252.6
3018756,66611,2019-01-08,98523.78
3025371,18022,2019-01-08,95854.745
3047925,24116,2019-01-08,97699.81
3058588,70181,2019-01-08,95614.0
3068189,87398,2019-01-08,97385.15
3099485,60280,2019-01-08,98722.195
3102719,35297,2019-01-08,97558.28
3113274,46160,2019-01-08,97595.4
3144584,44503,2019-01-09,98342.765
3156513,68063,2019-01-09,96546.88
3157411,17663,2019-01-09,95763.78
3163622,48032,2019-01-09,98538.91
3176356,22047,2019-01-09,95934.26
3180819,23439,2019-01-09,95596.9
3191782,53901,2019-01-09,97541.36
3204063,11475,2019-01-09,95915.53
3236755,26010,2019-01-09,98745.045
3270771,98341,2019-01-09,97165.2
3278981,20671,2019-01-09,95984.08
3289170,75958,2019-01-09,97557.025
3294648,64595,2019-01-09,98753.68
3334385,20326,2019-01-09,97975.76
3343274,32382,2019-01-09,96143.815
3356233,65777,2019-01-09,97383.625
3365059,19399,2019-01-10,95705.59
3370898,65290,2019-01-10,97454.66
3396234,78874,2019-01-10,98741.4
3453896,65377,2019-01-10,97659.36
3460910,31257,2019-01-10,98496.64
3541787,80389,2019-01-10,95667.9
3546489,47189,2019-01-10,98472.51
3558467,17919,2019-01-10,95828.04
3578962,43954,2019-01-10,98818.99
3579812,20676,2019-01-10,97574.06
3583234,38608,2019-01-10,97736.9
3611139,61072,2019-01-10,98770.04
3623554,12064,2019-01-10,97977.94
3645411,26362,2019-01-10,97837.78
3662617,45719,2019-01-10,96996.83
3662829,59619,2019-01-11,97632.6
3693187,17244,2019-01-11,97607.12
3696474,90373,2019-01-11,97661.84
3712104,33271,2019-01-11,98297.18
3717914,76097,2019-01-11,97516.375
3763451,99260,2019-01-11,96980.005
3772070,61875,2019-01-11,96871.02
3775701,56316,2019-01-11,96655.32
3784121,73170,2019-01-11,97166.2
3787624,16299,2019-01-11,97834.075
3799053,29771,2019-01-11,96222.51
3843747,58883,2019-01-11,95983.8
3847385,12651,2019-01-11,97686.45
3880264,31554,2019-01-11,98688.785
3885864,76744,2019-01-11,97334.65
3916980,95078,2019-01-11,96647.28
3917019,26504,2019-01-11,98579.44
3920232,16482,2019-01-11,96072.51
3940864,89269,2019-01-11,96961.58
3943757,55851,2019-01-12,96861.65
3996323,76104,2019-01-12,98585.5
4004567,98919,2019-01-12,97521.16
4054576,34023,2019-01-12,97797.36
4062218,51658,2019-01-12,96284.4
4127548,19682,2019-01-12,98831.42
4208263,91546,2019-01-12,96783.435
4228407,36798,2019-01-12,98163.96
4242473,30919,2019-01-12,96921.345
4270773,51486,2019-01-12,98862.26
4272327,60325,2019-01-12,95962.2
4274460,16772,2019-01-12,97871.28
4280374,97615,2019-01-12,98276.85
4286276,31962,2019-01-12,96294.735
4291262,69812,2019-01-12,95615.8
4302054,56504,2019-01-12,97093.15
4347129,18175,2019-01-12,95928.995
4351875,95268,2019-01-13,98331.0
4385344,61118,2019-01-13,96810.56
4398418,65882,2019-01-13,97791.525
4445749,43993,2019-01-13,98630.96
4462343,25381,2019-01-13,98138.03
4484597,65829,2019-01-13,97429.92
4487881,82176,2019-01-13,96274.1
4512620,86016,2019-01-13,95594.52
4526274,98332,2019-01-13,95781.42
4529363,92771,2019-01-13,97237.035
4533773,52565,2019-01-13,96309.3
4580397,70203,2019-01-13,95745.44
4605705,14857,2019-01-13,98146.15
4624730,95264,2019-01-13,96370.49
4640106,35705,2019-01-13,96817.1
4643105,85714,2019-01-13,96014.155
4682011,68045,2019-01-13,98935.75
4690814,96948,2019-01-13,96696.08
4695480,46177,2019-01-13,95779.4
4707986,69214,2019-01-13,96165.71
4713046,38948,2019-01-13,95633.32
4726316,84132,2019-01-13,96833.175
4746211,19735,2019-01-13,97567.85
4776546,56703,2019-01-13,96014.515
4782150,37313,2019-01-13,98201.88
4840076,28611,2019-01-14,96409.45
4843461,20728,2019-01-14,96236.69
4854867,74592,2019-01-14,98084.83
4870032,75804,2019-01-14,98893.975
4874253,20275,2019-01-14,96543.05
4892146,91724,2019-01-14,98979.5
4893417,23243,2019-01-14,98401.32
4937835,86439,2019-01-14,96286.62
4948191,91845,2019-01-14,95711.57
4966698,86342,2019-01-15,97984.215
5028360,87667,2019-01-15,98868.47
5093656,71675,2019-01-15,98875.16
5107895,89975,2019-01-15,98681.285
5122119,83930,2019-01-15,98593.35
5131448,44316,2019-01-15,95757.52
5166357,93496,2019-01-15,97423.675
5221686,54962,2019-01-15,96358.93
5222716,43008,2019-01-15,95568.0
5223923,52939,2019-01-15,95993.08
5257731,94323,2019-01-15,96349.17
5272421,15297,2019-01-15,98604.21
5272840,48073,2019-01-15,98747.36
5300269,42328,2019-01-15,95571.325
5375855,15808,2019-01-16,95974.56
5378814,47181,2019-01-16,97935.765
5391587,28884,2019-01-16,97474.715
5394411,89077,2019-01-16,97378.84
5395092,28001,2019-01-16,97129.845
5400380,74728,2019-01-16,95858.275
5443032,14207,2019-01-16,97850.425
5464045,23798,2019-01-16,97685.575
5477517,77469,2019-01-16,98083.54
5502575,73017,2019-01-16,96080.61
5512991,60792,2019-01-16,98208.375
5520776,93155,2019-01-16,98608.69
5536466,12359,2019-01-16,97337.68
5546296,26470,2019-01-16,97796.465
5568711,12119,2019-01-16,98888.17
5572465,89368,2019-01-16,98984.4
5588553,59171,2019-01-16,98385.64
5674685,71654,2019-01-17,97438.33
5684981,44019,2019-01-17,98617.85
5685479,41731,2019-01-17,96560.705
5706101,23638,2019-01-17,97674.15
5710268,48219,2019-01-17,97980.225
5721003,23470,2019-01-17,97977.825
5721368,85671,2019-01-17,95616.99
5722618,58782,2019-01-17,95649.23
5743987,76773,2019-01-17,96435.0
5763642,54571,2019-01-17,98816.975
5769884,79363,2019-01-17,96001.32
5778281,96386,2019-01-17,95867.675
5785915,44552,2019-01-17,98040.92
5799480,99358,2019-01-17,96836.35
5800129,58295,2019-01-17,97766.31
5800837,38856,2019-01-17,97448.5
5810515,48425,2019-01-17,96117.34
5830680,98734,2019-01-17,97330.78
5848390,98201,2019-01-17,96563.76
5865620,60172,2019-01-17,96679.875
5873821,29238,2019-01-17,98721.94
5925728,91903,2019-01-17,96719.52
5944622,55529,2019-01-17,98805.2
5975982,53397,2019-01-18,98800.615
5985039,30720,2019-01-18,97838.76
5985409,99146,2019-01-18,95772.38
5995853,23766,2019-01-18,97621.92
6032788,56775,2019-01-18,97740.5
6044540,67784,2019-01-18,96579.545
6069194,17467,2019-01-18,95786.24
6085661,64602,2019-01-18,96663.135
6094939,20051,2019-01-18,98058.4
6108423,91780,2019-01-18,97441.565
6137897,75419,2019-01-18,98347.16
6166324,25516,2019-01-18,96622.16
6190387,27409,2019-01-18,96013.3
6204493,48107,2019-01-18,98829.36
6204735,76418,2019-01-18,98698.44
6211983,47965,2019-01-18,97849.64
6233134,82624,2019-01-19,98690.225
6285621,56717,2019-01-19,98531.305
6287655,18315,2019-01-19,98398.86
6307301,41493,2019-01-19,95704.5
6309659,94385,2019-01-19,97526.585
6328585,42387,2019-01-19,97522.725
6343358,30070,2019-01-19,98624.8
6343586,33449,2019-01-19,96893.825
6350519,72786,2019-01-19,96846.95
6355499,98983,2019-01-19,96612.095
6360132,69708,2019-01-19,96216.64
6361271,82946,2019-01-19,97016.63
6398991,48746,2019-01-19,95935.77
6405526,26134,2019-01-19,98310.52
6424523,78062,2019-01-19,98229.78
6432220,10531,2019-01-19,97692.35
6433333,72579,2019-01-19,96593.38
6472180,91637,2019-01-19,98253.605
6484229,15752,2019-01-19,97799.9
6485380,30163,2019-01-19,97350.735
6491684,38487,2019-01-19,96818.2
6501239,94534,2019-01-19,96657.68
6524005,51398,2019-01-19,97846.225
6524129,87093,2019-01-20,98392.92
6530474,29683,2019-01-20,97605.125
6614025,90458,2019-01-20,96803.8
6621585,10009,2019-01-20,97105.17
6622104,19397,2019-01-20,98520.9
6649682,46283,2019-01-20,95880.38
6652934,54014,2019-01-20,98204.1
6655591,41974,2019-01-20,98027.52
6658693,89790,2019-01-20,98058.59
6665600,99182,2019-01-20,98900.66
6672947,63514,2019-01-20,96011.34
6691430,22146,2019-01-20,98951.1
6693259,43573,2019-01-20,98159.87
6703280,53053,2019-01-20,97362.94
6765348,38682,2019-01-20,98705.36
6767724,72254,2019-01-20,97345.325
6775104,94784,2019-01-20,98058.76
6789550,95884,2019-01-20,98199.62
6791157,59709,2019-01-20,98398.665
6833538,39667,2019-01-21,96496.325
6837084,64014,2019-01-21,96819.44
6852964,43353,2019-01-21,98315.475
6875146,70626,2019-01-21,96362.09
6876058,25099,2019-01-21,97068.625
6910519,80938,2019-01-21,95715.64
6917732,42955,2019-01-21,98068.13
6918006,46363,2019-01-21,97135.8
6938235,85406,2019-01-21,98261.15
6958468,98261,2019-01-21,95837.225
6965501,35368,2019-01-21,98709.02
6970836,57391,2019-01-21,96660.55
6971906,71712,2019-01-21,98317.45
6972466,19318,2019-01-21,97160.195
6976838,11684,2019-01-21,97198.76
6986951,24005,2019-01-21,97916.9
6989801,48941,2019-01-21,98014.115
6991639,76097,2019-01-21,97335.18
7090918,61787,2019-01-21,98881.13
7095343,17209,2019-01-21,98029.11
7121067,93668,2019-01-21,96525.29
7131841,26038,2019-01-21,97309.895
7133143,35701,2019-01-21,95999.64
7148428,28091,2019-01-21,98840.025
7184798,19771,2019-01-22,95749.95
7189812,90769,2019-01-22,97643.22
7193425,47607,2019-01-22,98430.28
7228646,84574,2019-01-22,98993.25
7243602,67096,2019-01-22,98638.28
7252040,43810,2019-01-22,96000.48
7263574,72899,2019-01-22,97834.475
7271861,57438,2019-01-22,96116.55
7274416,80596,2019-01-22,96369.6
7295248,88971,2019-01-22,98708.68
7298709,86325,2019-01-22,96468.79
7304129,24077,2019-01-22,98983.86
7342610,53337,2019-01-22,96070.07
7365207,53367,2019-01-22,96115.24
7365797,72990,2019-01-22,96014.34
7371104,72182,2019-01-22,98557.45
7372033,84070,2019-01-22,96664.42
7383117,89620,2019-01-22,96401.52
7387646,39583,2019-01-22,97750.63
7409391,57429,2019-01-22,97452.65
7442597,33620,2019-01-23,96552.84
7462439,15303,2019-01-23,97464.04
7471148,44014,2019-01-23,98547.05
7498873,26361,2019-01-23,95867.52
7521106,63586,2019-01-23,97178.575
7553936,23419,2019-01-23,95668.56
7571653,58553,2019-01-23,97677.38
7584777,30919,2019-01-23,96623.175
7591674,33804,2019-01-23,95773.4
7626084,63248,2019-01-23,97516.1
7628244,10512,2019-01-23,97177.52
7637241,28206,2019-01-24,98939.775
7654262,83722,2019-01-24,95804.04
7662824,80937,2019-01-24,97274.73
7665570,24546,2019-01-24,96113.2
7679481,54577,2019-01-24,96475.485
7692195,99963,2019-01-24,96803.94
7718303,13052,2019-01-24,96562.52
7721568,78245,2019-01-24,98292.15
7739414,48355,2019-01-24,98083.525
7745345,95021,2019-01-24,97689.6
7774839,63226,2019-01-24,95965.695
7785026,36376,2019-01-24,97285.0
7789278,85116,2019-01-24,97096.16
7849686,19898,2019-01-24,98842.2
7856446,50062,2019-01-24,97218.135
7873431,72916,2019-01-24,97655.48
7894772,45395,2019-01-24,97321.605
7906847,97952,2019-01-24,98421.5
7926573,76355,2019-01-24,96022.575
7951138,25764,2019-01-24,97473.44
7979549,17363,2019-01-24,97085.55
8019013,88673,2019-01-24,96265.62
8019490,40436,2019-01-24,97072.02
8045864,14112,2019-01-24,96393.95
8051125,56978,2019-01-24,96627.035
8067762,39144,2019-01-24,97263.745
8092334,81560,2019-01-24,95956.46
8105745,53915,2019-01-24,96817.46
8153106,16703,2019-01-24,97918.74
8153142,71786,2019-01-24,96243.0
8155446,88224,2019-01-24,96149.48
8180490,99399,2019-01-24,96276.74
8186060,44643,2019-01-24,96129.81
8213560,53053,2019-01-25,96598.225
8214972,81728,2019-01-25,98854.88
8223108,38562,2019-01-25,97482.785
8233836,52035,2019-01-25,96977.37
8244900,14968,2019-01-25,97539.9
8247152,75549,2019-01-25,95744.045
8256964,52494,2019-01-25,96455.11
8257827,23931,2019-01-25,95577.175
8258701,78217,2019-01-25,95555.28
8277081,75919,2019-01-25,97523.39
8289374,66289,2019-01-25,98445.0
8292133,62553,2019-01-25,98028.575
8318580,14667,2019-01-25,96307.63
8320532,81524,2019-01-25,96002.725
8333984,42762,2019-01-25,97111.875
8389304,96178,2019-01-25,97331.49
8438404,29091,2019-01-26,97621.72
8442568,96708,2019-01-26,98541.7
8498808,95307,2019-01-26,97105.9
8517764,31295,2019-01-26,95697.85
8544590,44048,2019-01-26,98138.33
8545420,59411,2019-01-26,96654.4
8557329,75861,2019-01-26,96478.47
8558983,57448,2019-01-26,96032.54
8573168,38157,2019-01-26,97172.995
8576664,46467,2019-01-26,98640.82
8594269,77059,2019-01-26,96531.93
8595912,36563,2019-01-26,98248.16
8610970,13206,2019-01-27,97610.45
8627140,21511,2019-01-27,98347.9
8639722,34379,2019-01-27,96991.31
8652814,33447,2019-01-27,97536.39
8674977,82101,2019-01-27,97164.475
8715444,95809,2019-01-27,96308.56
8729607,57172,2019-01-27,96138.905
8746093,72778,2019-01-27,97068.5
8746135,78916,2019-01-27,98592.985
8752549,80130,2019-01-27,95997.725
8773303,42285,2019-01-27,99056.08
8789893,49725,2019-01-27,95744.495
8819028,50464,2019-01-27,98055.58
8826573,35664,2019-01-27,96936.25
8854373,66436,2019-01-27,96749.06
8895281,21095,2019-01-27,96734.64
8911555,62790,2019-01-27,95661.78
8914386,67724,2019-01-27,95847.075
8919672,97423,2019-01-27,96257.14
8943579,56233,2019-01-27,97619.775
8961749,29837,2019-01-28,98915.0
8972417,87032,2019-01-28,96746.27
8991638,60066,2019-01-28,98027.77
9013939,40070,2019-01-28,97178.78
9061582,44061,2019-01-28,98383.9
9076211,55778,2019-01-28,97564.62
9115833,21401,2019-01-28,96725.855
9129635,14166,2019-01-28,97653.08
9130297,49552,2019-01-28,96908.14
9141059,55664,2019-01-28,96891.35
9170078,85291,2019-01-28,95742.05
9176797,78845,2019-01-28,96180.32
9177930,89771,2019-01-28,96852.16
9222726,14722,2019-01-28,98400.425
9251811,45322,2019-01-28,98811.48
9252699,75409,2019-01-28,98215.74
9259607,56352,2019-01-28,95704.81
9262214,62865,2019-01-28,98976.96
9275280,67423,2019-01-28,98453.875
9284581,27817,2019-01-28,98950.95
9292774,40418,2019-01-28,98647.09
9314990,81033,2019-01-29,96542.3
9376130,11676,2019-01-29,98406.28
9391004,64747,2019-01-29,98626.44
9419468,86202,2019-01-29,95622.72
9419935,44976,2019-01-29,98727.79
9451587,55703,2019-01-29,96012.87
9456528,83585,2019-01-29,98371.93
9464074,46075,2019-01-29,97616.0
9467083,81455,2019-01-29,96511.07
9483930,54931,2019-01-29,98291.16
9486040,62865,2019-01-29,97406.225
9490671,37446,2019-01-29,96244.36
9506535,41718,2019-01-29,98917.51
9508664,23336,2019-01-29,97050.455
9529267,73420,2019-01-29,96764.48
9557588,46595,2019-01-29,96399.85
9558501,19093,2019-01-30,98155.02
9593915,26300,2019-01-30,98503.975
9611833,88693,2019-01-30,95990.275
9616136,88116,2019-01-30,98087.99
9637705,50799,2019-01-30,98954.3
9657870,91498,2019-01-30,98604.725
9660695,61433,2019-01-30,96457.56
9662550,94416,2019-01-30,98304.625
9665207,56159,2019-01-30,96341.69
9690096,10150,2019-01-30,96151.025
9707779,71006,2019-01-30,96503.68
9712782,88836,2019-01-30,97195.885
9724741,30056,2019-01-30,97056.015
9724856,95463,2019-01-30,98253.24
9727504,85128,2019-01-30,98945.64
9730875,60510,2019-01-31,97548.72
9747657,80604,2019-01-31,96760.1
9784631,83637,2019-01-31,97883.42
9792301,81454,2019-01-31,96707.34
9806287,52909,2019-01-31,98777.6
9812178,15281,2019-01-31,98458.665
9819548,47931,2019-01-31,98766.44
9838109,35910,2019-01-31,96518.64
9901259,58477,2019-01-31,96262.185
9918877,68266,2019-01-31,98527.75
9934978,95123,2019-01-31,96502.64
9964559,30102,2019-01-31,96434.51
9996557,26052,2019-01-31,95744.845
10007257,13567,2019-01-31,98707.425
10012558,53650,2019-01-31,97681.5
10028840,20619,2019-01-31,96214.575
10041268,96413,2019-01-31,98458.65
10049136,79065,2019-01-31,98266.725
10053519,47115,2019-01-31,95836.8
10057807,88792,2019-01-31,96517.225
10059813,60241,2019-01-31,97648.62
10062497,17566,2019-02-01,96622.69
10062817,32420,2019-02-01,98261.44
10065564,81418,2019-02-01,96077.83
10077171,54370,2019-02-01,98380.9
10080247,17583,2019-02-01,98563.4
10109466,26129,2019-02-01,96750.11
10120125,66827,2019-02-01,96938.18
10123066,53718,2019-02-01,98737.0
10133235,31941,2019-02-01,96757.94
10133537,93637,2019-02-01,95761.62
10149156,22178,2019-02-01,97880.46
10151767,23808,2019-02-01,96366.74
10171330,66026,2019-02-01,98592.4
10173795,14183,2019-02-01,97190.885
10177478,45291,2019-02-01,96083.33
10180043,79259,2019-02-01,96698.055
10207565,60690,2019-02-01,98309.45
10212625,41791,2019-02-01,96113.525
10233972,45137,2019-02-01,98881.28
10267914,63122,2019-02-01,97803.675
10286318,56965,2019-02-01,97972.825
10328813,44660,2019-02-01,98519.17
10364507,48394,2019-02-02,98951.2
10378129,18468,2019-02-02,95821.79
10395192,57467,2019-02-02,95833.35
10414358,68272,2019-02-02,96038.0
10460415,57264,2019-02-02,97222.63
10465163,32952,2019-02-02,96980.15
10495214,29552,2019-02-02,98212.4
10532182,57058,2019-02-02,97842.95
10532508,35874,2019-02-02,96890.49
10537424,68697,2019-02-02,96381.1
10598558,77933,2019-02-02,97815.91
10604845,42347,2019-02-02,95782.98
10624967,25329,2019-02-02,97365.2
10628171,62139,2019-02-02,96617.12
10648482,99945,2019-02-03,98486.545
10663754,38970,2019-02-03,96896.54
10677786,24341,2019-02-03,98566.225
10686189,21868,2019-02-03,96980.3
10687255,95120,2019-02-03,96591.625
10692085,96208,2019-02-03,96262.525
10700820,32564,2019-02-03,97070.6
10700910,50102,2019-02-03,98150.675
10703341,54652,2019-02-03,96847.17
10721176,86197,2019-02-03,95767.88
10734440,80653,2019-02-03,99052.97
10779334,12924,2019-02-03,96099.04
10788487,67905,2019-02-03,97471.1
10812952,98480,2019-02-03,98580.12
10825597,12496,2019-02-03,98057.3
10853407,48699,2019-02-04,97728.44
10853910,12697,2019-02-04,95781.875
10862159,38867,2019-02-04,98725.22
10868540,65757,2019-02-04,98939.76
10938856,39086,2019-02-04,98030.685
10964433,49089,2019-02-04,96877.57
10985377,94705,2019-02-04,98692.09
10986683,40186,2019-02-04,97883.625
11000055,41890,2019-02-04,96459.58
11005603,21745,2019-02-04,97384.99
11018480,81037,2019-02-04,96351.8
11020441,62872,2019-02-04,96046.855
11030371,57013,2019-02-04,98078.96
11032833,84934,2019-02-04,98304.225
11034438,30932,2019-02-04,95961.12
11049396,35204,2019-02-04,98169.375
11065557,11121,2019-02-04,96642.76
11068925,41832,2019-02-04,96013.675
11091419,96371,2019-02-05,98351.97
11107115,46007,2019-02-05,97152.9
11121697,36469,2019-02-05,98166.515
11126231,60728,2019-02-05,97442.05
11135104,24956,2019-02-05,97543.0
11142891,97667,2019-02-05,97501.62
11184502,16145,2019-02-05,96986.635
11192769,58778,2019-02-05,95637.6
11193767,24956,2019-02-05,96283.67
11208898,88023,2019-02-05,96704.65
11214248,35368,2019-02-05,99081.725
11248638,93312,2019-02-05,97414.64
11288036,87082,2019-02-05,98920.65
11301930,26038,2019-02-05,98465.88
11314431,17710,2019-02-05,98854.22
11318421,36281,2019-02-05,98087.395
11328166,83269,2019-02-05,98065.15
11338735,45739,2019-02-05,96720.46
11342483,48432,2019-02-05,97561.48
11369272,84894,2019-02-05,97200.475
11374288,78069,2019-02-05,96676.52
11384209,72146,2019-02-05,98339.65
11392784,78161,2019-02-05,97775.745
11413428,50441,2019-02-05,96035.87
11429303,36055,2019-02-05,98798.065
11456022,42842,2019-02-05,96942.27
11458282,49949,2019-02-05,95751.28
11459738,83204,2019-02-05,98218.325
11474366,74647,2019-02-05,98996.49
11479202,91160,2019-02-05,95903.48
11485825,78191,2019-02-05,97094.675
11500158,99870,2019-02-05,98300.75
11515453,59644,2019-02-06,96265.84
11527550,48053,2019-02-06,97848.105
11556793,78212,2019-02-06,98939.98
11572047,18280,2019-02-06,98999.05
11573653,16145,2019-02-06,97356.2
11582351,71675,2019-02-06,97714.44
11602931,82444,2019-02-06,96115.6
11664017,33818,2019-02-06,98118.75
11678782,23163,2019-02-06,96862.82
11726979,16899,2019-02-06,98506.635
11755475,16844,2019-02-07,97337.475
11761087,78273,2019-02-07,98933.21
11780913,89824,2019-02-07,96320.275
11798726,31232,2019-02-07,98246.34
11808725,15250,2019-02-07,97739.405
11829573,37720,2019-02-07,98332.85
11829683,16303,2019-02-07,98197.12
11834123,25487,2019-02-07,98014.2
11870766,47242,2019-02-07,97111.15
11897149,68773,2019-02-07,96982.6
11898696,13554,2019-02-07,96678.68
11905207,91767,2019-02-07,95643.055
11905672,52738,2019-02-07,98174.6
11977060,86197,2019-02-07,98184.2
11985277,86126,2019-02-07,96059.705
11992801,94865,2019-02-07,98175.95
12000192,22122,2019-02-07,95912.6
12005998,62663,2019-02-07,98306.27
12012677,12557,2019-02-08,98972.72
12041842,56116,2019-02-08,98308.575
12053671,54202,2019-02-08,98828.28
12061285,83823,2019-02-08,95922.69
12080411,51920,2019-02-08,97349.1
12082135,46022,2019-02-08,98382.83
12086993,69226,2019-02-08,96834.25
12107208,26134,2019-02-08,95954.035
12113149,41224,2019-02-08,97217.76
12113793,27282,2019-02-08,95864.11
12133825,10060,2019-02-08,97521.18
12184462,42733,2019-02-08,96376.265
12192104,94106,2019-02-08,98003.56
12193610,41764,2019-02-08,98794.98
12196966,85260,2019-02-08,96161.72
12236784,75567,2019-02-08,96595.83
12236951,51151,2019-02-08,95880.28
12245913,39351,2019-02-08,95772.23
12265853,74956,2019-02-08,95621.915
12292416,95073,2019-02-08,95981.9
12293670,25924,2019-02-08,96147.975
12341744,12451,2019-02-09,97421.7
12342553,23064,2019-02-09,96325.2
12371256,87275,2019-02-09,96249.37
12381124,72786,2019-02-09,96134.425
12400823,33626,2019-02-09,97131.28
12405627,56204,2019-02-09,96998.825
12416734,98533,2019-02-09,97407.42
12427102,28955,2019-02-09,99001.955
12451098,17103,2019-02-09,98408.48
12479381,25381,2019-02-09,96000.7
12494387,66846,2019-02-09,98038.66
12527062,97899,2019-02-09,98796.54
12540338,13666,2019-02-09,97042.775
12574520,53582,2019-02-09,96982.8
12578547,34572,2019-02-09,97000.075
12610270,90834,2019-02-09,97291.765
12614094,81087,2019-02-09,98529.06
12619242,44030,2019-02-09,96629.0
12637627,65019,2019-02-09,99062.525
12672985,26279,2019-02-09,96002.6
12710629,15294,2019-02-09,95812.79
12729166,35882,2019-02-09,96047.24
12732047,18324,2019-02-10,97326.31
12740039,41873,2019-02-10,95714.73
12748907,99007,2019-02-10,97956.1
12767931,46658,2019-02-10,98072.56
12768870,14866,2019-02-10,96879.35
12774397,69957,2019-02-10,96049.51
12787826,27829,2019-02-10,96235.23
12790727,57639,2019-02-10,98126.725
12811635,96496,2019-02-10,98102.96
12812772,70455,2019-02-10,96533.15
12825145,98387,2019-02-10,98669.555
12845427,43226,2019-02-10,97948.92
