dates,SKU,user_id,price,bought
2019-12-01,90440,36719,219,1
2019-12-01,87936,27184,220,1
2019-12-01,26331,30889,221,0
2019-12-01,55685,43779,222,0
2019-12-01,22108,35450,223,1
2019-12-01,23198,17907,224,0
2019-12-01,45206,15354,225,0
2019-12-01,49099,27022,226,1
2019-12-01,65894,45818,227,0
2019-12-01,45404,40196,228,1
2019-12-01,29297,13636,229,0
2019-12-01,88673,25267,230,0
2019-12-01,82947,16969,231,1
2019-12-01,72021,11930,232,0
2019-12-01,69577,38630,233,0
2019-12-01,74286,20337,234,0
2019-12-01,33880,35357,235,1
2019-12-01,37239,24518,236,0
2019-12-01,18226,44328,237,0
2019-12-01,66695,26280,238,1
2019-12-01,45681,13859,239,1
2019-12-01,45404,27048,240,1
2019-12-01,24641,30208,241,0
2019-12-01,42231,36665,242,0
2019-12-01,74550,32483,243,1
2019-12-01,90440,26015,244,0
2019-12-01,78070,24363,245,0
2019-12-01,49562,13999,246,0
2019-12-01,29122,32584,247,1
2019-12-01,15143,35245,248,1
2019-12-01,71570,45275,249,0
2019-12-01,70140,49014,250,1
2019-12-01,58540,10548,251,1
2019-12-01,95557,17204,252,0
2019-12-01,18226,24672,253,0
2019-12-01,10121,40780,254,0
2019-12-01,46354,10426,255,0
2019-12-01,86270,37138,256,0
2019-12-01,18966,17897,257,1
2019-12-01,55685,31713,258,1
2019-12-01,39031,32924,259,1
2019-12-01,53211,25714,260,0
2019-12-01,77068,31600,261,0
2019-12-01,43198,45310,262,1
2019-12-01,19480,16821,263,0
2019-12-01,87968,42009,264,1
2019-12-01,80744,34737,265,0
2019-12-01,79217,23745,266,0
2019-12-01,87756,21808,267,1
2019-12-01,64252,38056,268,1
2019-12-01,11179,43838,269,1
2019-12-01,70501,30917,270,1
2019-12-01,74578,46306,271,1
2019-12-01,16805,24407,272,1
2019-12-01,68592,13045,273,0
2019-12-01,76272,30166,274,0
2019-12-01,49099,23063,275,1
2019-12-01,33110,28569,276,1
2019-12-01,69671,44462,277,0
2019-12-01,47855,33877,278,0
2019-12-01,62214,46926,279,1
2019-12-01,47855,10364,280,0
2019-12-01,68748,23622,281,0
2019-12-01,58642,13093,282,1
2019-12-01,72432,15878,283,0
2019-12-01,14987,46146,284,1
2019-12-01,69054,22760,285,1
2019-12-01,33562,20221,286,1
2019-12-01,26808,28216,287,1
2019-12-01,32510,24018,288,0
2019-12-01,69057,42590,289,1
2019-12-01,92084,49558,290,1
2019-12-01,80167,43494,291,0
2019-12-01,98774,15609,292,0
2019-12-01,57340,45856,293,0
2019-12-01,40945,25224,294,1
2019-12-01,84205,42915,295,0
2019-12-01,85124,41874,296,0
2019-12-01,26076,48053,297,0
2019-12-01,18314,41396,298,1
2019-12-01,59877,37683,299,0
2019-12-01,15425,11454,300,1
2019-12-01,75100,30570,301,1
2019-12-01,96534,39528,302,1
2019-12-01,99266,15081,303,1
2019-12-01,87112,15881,304,0
2019-12-01,14554,22236,305,0
2019-12-01,71927,23186,306,1
2019-12-01,15713,13988,307,0
2019-12-01,16915,42107,308,1
2019-12-01,11599,29086,309,0
2019-12-01,26890,11222,310,0
2019-12-01,78975,17083,311,1
2019-12-01,32954,40607,312,0
2019-12-01,95769,33498,313,1
2019-12-01,67330,35773,314,0
2019-12-01,69144,32305,315,0
2019-12-01,53325,23843,316,1
2019-12-01,74550,18532,317,0
2019-12-01,15955,12573,318,0
2019-12-01,38664,30889,319,0
2019-12-01,63648,48924,320,0
2019-12-01,87936,39384,321,0
2019-12-01,69650,11311,322,0
2019-12-01,28089,10852,323,1
2019-12-01,85473,28601,324,0
2019-12-01,50389,33232,325,1
2019-12-01,86662,36725,326,0
2019-12-01,65244,28263,327,0
2019-12-01,70687,15811,328,1
2019-12-01,80167,25556,329,0
2019-12-01,13859,45109,330,1
2019-12-01,74914,35404,331,0
2019-12-01,88664,23923,332,1
2019-12-01,15850,29127,333,1
2019-12-01,81603,22652,334,0
2019-12-01,37478,23312,335,0
2019-12-01,27029,15370,336,0
2019-12-01,50673,12504,337,1
2019-12-01,53211,42165,338,0
2019-12-01,32644,39144,339,0
2019-12-01,99996,40472,340,1
2019-12-01,95769,33884,341,1
2019-12-01,39483,33232,342,0
2019-12-01,84435,47993,343,0
2019-12-01,24344,23582,344,0
2019-12-01,40396,28550,345,1
2019-12-01,70972,36966,346,1
2019-12-01,28423,28182,347,0
2019-12-01,75100,24151,348,1
2019-12-01,19734,26905,349,0
2019-12-01,53233,36629,350,0
2019-12-01,24626,23673,351,1
2019-12-01,15834,48649,352,1
2019-12-01,55016,21450,353,1
2019-12-01,52111,38387,354,1
2019-12-01,89437,14198,355,0
2019-12-01,58998,35827,356,1
2019-12-01,43848,36443,357,0
2019-12-01,44587,15729,358,1
2019-12-01,15850,11524,359,1
2019-12-01,76272,33504,360,0
2019-12-01,58540,26201,361,0
2019-12-01,31405,14164,362,1
2019-12-01,17831,32632,363,0
2019-12-01,37310,10358,364,0
2019-12-01,23198,42822,365,0
2019-12-01,41262,32824,366,0
2019-12-01,87418,19253,367,1
2019-12-01,85855,46467,368,1
2019-12-01,99266,36491,369,1
2019-12-01,95557,32786,370,0
2019-12-01,71650,45892,371,1
2019-12-01,33612,42190,372,1
2019-12-01,15850,36000,373,1
2019-12-01,14062,44616,374,0
2019-12-01,62532,42455,375,0
2019-12-01,98303,30335,376,0
2019-12-01,34952,38560,377,0
2019-12-01,31344,15864,378,1
2019-12-01,37478,49111,379,1
2019-12-01,70167,27905,380,1
2019-12-01,73755,23312,381,1
2019-12-01,66602,37200,382,0
2019-12-01,74805,24889,383,1
2019-12-01,74428,30683,384,0
2019-12-01,74526,41880,385,0
2019-12-01,41955,28630,386,0
2019-12-01,69649,36176,387,0
2019-12-01,25538,18512,388,1
2019-12-01,38958,16689,389,0
2019-12-01,71860,36470,390,0
2019-12-01,63273,31790,391,1
2019-12-01,36190,26858,392,0
2019-12-01,68421,41494,393,1
2019-12-01,69977,25611,394,1
2019-12-01,58411,26421,395,0
2019-12-01,40890,15926,396,0
2019-12-01,35665,30771,397,0
2019-12-01,65318,11663,398,1
2019-12-01,42934,29144,399,0
2019-12-01,67728,20500,400,0
2019-12-01,93384,32506,401,1
2019-12-01,74805,17228,402,0
2019-12-01,56082,30707,403,1
2019-12-01,17344,36162,404,1
2019-12-01,94676,21275,405,1
2019-12-01,45749,11040,406,1
2019-12-01,72181,22160,407,0
2019-12-01,63493,39590,408,0
2019-12-01,33950,44943,409,0
2019-12-01,16019,47937,410,1
2019-12-01,21354,38105,411,1
2019-12-01,97793,33086,412,0
2019-12-01,70501,11898,413,1
2019-12-01,85231,14440,414,1
2019-12-01,81897,34440,415,1
2019-12-01,87756,45713,416,1
2019-12-01,77374,27643,417,1
2019-12-01,67402,21085,418,0
2019-12-01,27070,15140,419,0
2019-12-01,44466,22929,420,0
2019-12-01,75531,40939,421,1
2019-12-01,68592,39963,422,1
2019-12-01,51114,11890,423,0
2019-12-01,48446,23178,424,0
2019-12-01,13338,24739,425,0
2019-12-01,90376,17294,426,1
2019-12-01,11191,11453,427,0
2019-12-01,49688,18157,428,0
2019-12-01,63165,38487,429,1
2019-12-01,73555,39288,430,0
2019-12-01,32954,25652,431,1
2019-12-01,94200,10503,432,1
2019-12-01,93101,25016,433,0
2019-12-01,29961,21921,434,1
2019-12-01,83931,21223,435,1
2019-12-01,70358,19833,436,0
2019-12-01,77540,19769,437,1
2019-12-01,43454,30834,438,0
2019-12-01,32954,41024,439,1
2019-12-01,56252,30757,440,1
2019-12-01,74253,13512,441,1
2019-12-01,74286,43784,442,1
2019-12-01,59900,40518,443,1
2019-12-01,26936,11511,444,0
2019-12-01,42439,23415,445,0
2019-12-01,15232,25061,446,0
2019-12-01,79148,10175,447,0
2019-12-01,26541,18212,448,0
2019-12-01,36190,41105,449,0
2019-12-01,20533,48672,450,1
2019-12-01,42892,17000,451,0
2019-12-01,39147,46677,452,0
2019-12-01,18966,41292,453,0
2019-12-01,65244,15669,454,0
2019-12-01,18226,30259,455,1
2019-12-01,78624,39812,456,0
2019-12-01,70167,20313,457,1
2019-12-01,40945,29327,458,0
2019-12-01,83587,20935,459,1
2019-12-01,58405,35474,460,1
2019-12-01,39631,37892,461,1
2019-12-01,38700,16335,462,0
2019-12-01,95369,45581,463,0
2019-12-01,78354,41811,464,1
2019-12-01,15475,39310,465,1
2019-12-01,44301,35789,466,0
2019-12-01,94895,25400,467,0
2019-12-01,18893,43706,468,0
2019-12-01,10216,22054,469,0
2019-12-01,86580,36445,470,0
2019-12-01,11799,14893,471,1
2019-12-01,43198,40146,472,1
2019-12-01,71683,31013,473,0
2019-12-01,99996,34284,474,0
2019-12-01,19707,18070,475,0
2019-12-01,34466,49600,476,1
2019-12-01,78927,25101,477,1
2019-12-01,93389,47209,478,0
2019-12-01,85938,29671,479,1
2019-12-01,47952,28193,480,1
2019-12-01,40945,15166,481,1
2019-12-01,16496,12712,482,0
2019-12-01,68098,24063,483,0
2019-12-01,15232,16196,484,1
2019-12-01,70358,36750,485,1
2019-12-01,78953,19613,486,1
2019-12-01,84709,28441,487,1
2019-12-01,69577,18310,488,1
2019-12-01,94018,48163,489,1
2019-12-01,27720,48599,490,0
2019-12-01,50673,10163,491,1
2019-12-01,10230,36541,492,1
2019-12-01,55133,36166,493,1
2019-12-01,16496,30432,494,0
2019-12-01,36123,28011,495,1
2019-12-01,82649,31163,496,1
2019-12-01,68765,20438,497,1
2019-12-01,13316,42041,498,0
2019-12-01,44311,39733,499,0
2019-12-01,18377,20853,500,0
2019-12-01,82175,25084,501,1
2019-12-01,84724,32818,502,0
2019-12-01,98103,23018,503,1
2019-12-01,47619,40037,504,1
2019-12-01,47028,17174,505,0
2019-12-01,16019,36243,506,0
2019-12-01,86064,35774,507,0
2019-12-01,92700,44525,508,0
2019-12-01,10837,11651,509,1
2019-12-01,23226,17615,510,1
2019-12-01,64103,10794,511,1
2019-12-01,87418,18583,512,1
2019-12-01,62526,34259,513,0
2019-12-01,73047,39872,514,0
2019-12-01,21691,23296,515,1
2019-12-01,77593,42668,516,1
2019-12-01,88404,20770,517,0
2019-12-01,48668,26668,518,0
2019-12-01,88404,40309,519,1
2019-12-01,92530,26910,520,1
2019-12-01,22108,21275,521,0
2019-12-01,97659,40394,522,0
2019-12-01,50673,11327,523,1
2019-12-01,75100,27013,524,0
2019-12-01,66602,18454,525,0
2019-12-01,11189,33908,526,1
2019-12-01,88113,32760,527,0
2019-12-01,52736,15767,528,0
2019-12-01,54889,37373,529,0
2019-12-01,64998,49527,530,1
2019-12-01,53211,16511,531,1
2019-12-01,69814,11251,532,1
2019-12-01,17831,14198,533,0
2019-12-01,60280,14885,534,0
2019-12-01,31344,27040,535,1
2019-12-01,76539,20991,536,0
2019-12-01,73555,45729,537,0
2019-12-01,26808,38273,538,0
2019-12-01,70140,38353,539,1
2019-12-01,94535,14897,540,0
2019-12-01,74526,39911,541,1
2019-12-01,16542,21034,542,1
2019-12-01,34466,14187,543,1
2019-12-01,64504,16047,544,0
2019-12-01,28145,48302,545,1
2019-12-01,31364,15022,546,1
2019-12-01,86853,49105,547,0
2019-12-01,68592,18768,548,0
2019-12-01,67877,12877,549,1
2019-12-01,89503,36207,550,1
2019-12-01,63603,43745,551,1
2019-12-01,59377,49796,552,0
2019-12-01,81603,36819,553,0
2019-12-01,67873,27384,554,0
2019-12-01,69649,13179,555,1
2019-12-01,26244,22436,556,1
2019-12-01,40005,21793,557,0
2019-12-01,13973,23778,558,1
2019-12-01,65324,24280,559,1
2019-12-01,21389,49645,560,0
2019-12-01,89727,35074,561,0
2019-12-01,40369,10696,562,1
2019-12-01,81944,12212,563,1
2019-12-01,93354,20165,564,1
2019-12-01,76539,33908,565,0
2019-12-01,56144,43406,566,0
2019-12-01,86541,48029,567,0
2019-12-01,73355,38484,568,1
2019-12-01,49099,49347,569,0
2019-12-01,70470,40599,570,0
2019-12-01,11179,15548,571,0
2019-12-01,41262,23341,572,1
2019-12-01,16915,43633,573,0
2019-12-01,47619,47972,574,1
2019-12-01,11013,17291,575,0
2019-12-01,28675,23880,576,0
2019-12-01,41162,47562,577,1
2019-12-01,83587,48490,578,0
2019-12-01,19726,28067,579,0
2019-12-01,56722,26338,580,1
2019-12-01,10887,25247,581,0
2019-12-01,56144,45418,582,1
2019-12-01,53278,17419,583,0
2019-12-01,92542,44842,584,1
2019-12-01,86064,46049,585,0
2019-12-01,67369,36284,586,1
2019-12-01,72410,14712,587,1
2019-12-01,44301,12199,588,0
2019-12-01,72432,45145,589,0
2019-12-01,86167,34254,590,1
2019-12-01,97863,39884,591,0
2019-12-01,89648,32558,592,1
2019-12-01,73047,36913,593,0
2019-12-01,21593,19967,594,0
2019-12-01,43273,36836,595,0
2019-12-01,69577,38514,596,0
2019-12-01,67369,42738,597,1
2019-12-01,43717,23096,598,0
2019-12-01,98346,37569,599,1
2019-12-01,38958,48916,600,1
2019-12-01,25684,10891,601,0
2019-12-01,28089,26553,602,0
2019-12-01,35522,31283,603,1
2019-12-01,89648,18194,604,0
2019-12-01,19707,46809,605,1
2019-12-01,57569,43493,606,0
2019-12-01,29615,36970,607,0
2019-12-01,46933,15134,608,1
2019-12-01,29122,16592,609,0
2019-12-01,19757,24617,610,1
2019-12-01,93389,11304,611,1
2019-12-01,96588,36965,612,0
2019-12-01,18893,34947,613,0
2019-12-01,50551,40565,614,0
2019-12-01,61628,43249,615,0
2019-12-01,77860,33290,616,0
2019-12-01,87488,43249,617,1
2019-12-01,42338,24739,618,1
2019-12-01,44959,40396,619,0
2019-12-01,69144,37331,620,0
2019-12-01,23324,33841,621,1
2019-12-01,72021,48520,622,0
2019-12-01,99996,42677,623,0
2019-12-01,74182,17892,624,1
2019-12-01,51053,15435,625,0
2019-12-01,23198,16771,626,1
2019-12-01,69649,42218,627,1
2019-12-01,43692,45627,628,1
2019-12-01,25605,33788,629,1
2019-12-01,43717,30217,630,0
2019-12-01,47619,45304,631,0
2019-12-01,53278,35140,632,0
2019-12-01,43619,30731,633,0
2019-12-01,49801,43466,634,1
2019-12-01,30616,23657,635,0
2019-12-01,27029,12700,636,1
2019-12-01,99996,32952,637,1
2019-12-01,25901,23540,638,1
2019-12-01,61028,35888,639,1
2019-12-01,75982,20226,640,0
2019-12-01,11189,27376,641,0
2019-12-01,42524,45923,642,0
2019-12-01,75356,36403,643,0
2019-12-01,30738,18157,644,1
2019-12-01,15905,30293,645,1
2019-12-01,25605,29330,646,1
2019-12-01,66916,48067,647,0
2019-12-01,29698,17934,648,0
2019-12-01,85695,30335,649,0
2019-12-01,39474,40475,650,1
2019-12-01,55400,13119,651,1
2019-12-01,73444,45869,652,1
2019-12-01,41955,22980,653,1
2019-12-01,87669,27765,654,0
2019-12-01,26677,22333,655,0
2019-12-01,93389,31211,656,0
2019-12-01,21070,42554,657,1
2019-12-01,15806,43627,658,0
2019-12-01,98642,31678,659,0
2019-12-01,49495,25149,660,1
2019-12-01,74923,47462,661,1
2019-12-01,62526,28108,662,1
2019-12-01,48446,45632,663,0
2019-12-01,16805,13780,664,0
2019-12-01,21231,40644,665,1
2019-12-01,31911,28475,666,0
2019-12-01,80744,38340,667,1
2019-12-01,93822,48845,668,0
2019-12-01,28185,39288,669,0
2019-12-01,85695,35858,670,1
2019-12-01,11013,28826,671,0
2019-12-01,24456,21009,672,1
2019-12-01,37909,27072,673,1
2019-12-01,42991,35461,674,1
2019-12-01,85855,28284,675,1
2019-12-01,40038,44610,676,1
2019-12-01,35645,14364,677,1
2019-12-01,91933,44162,678,0
2019-12-01,92936,26979,679,1
2019-12-01,45125,29268,680,0
2019-12-01,88333,41548,681,1
2019-12-01,11838,29081,682,0
2019-12-01,18139,31002,683,0
2019-12-01,97876,23591,684,1
2019-12-01,37310,44320,685,1
2019-12-01,98269,26278,686,1
2019-12-01,31344,38231,687,0
2019-12-01,95888,18410,688,0
2019-12-01,30738,42728,689,0
2019-12-01,97537,43295,690,1
2019-12-01,96588,25983,691,1
2019-12-01,52000,44826,692,0
2019-12-01,70140,25248,693,1
2019-12-01,45404,13734,694,1
2019-12-01,55400,37865,695,1
2019-12-01,91933,22954,696,0
2019-12-01,44429,20587,697,0
2019-12-01,46933,29759,698,0
2019-12-01,98008,38452,699,1
2019-12-01,68476,31762,700,1
2019-12-01,55016,18285,701,0
2019-12-01,40038,29988,702,0
2019-12-01,47855,40321,703,1
2019-12-01,21593,11433,704,0
2019-12-01,11826,18216,705,1
2019-12-01,57447,14803,706,1
2019-12-01,68476,12864,707,0
2019-12-01,40038,33836,708,0
2019-12-01,15185,13343,709,0
2019-12-01,15905,28811,710,1
2019-12-01,69649,29463,711,1
2019-12-01,40369,23178,712,1
2019-12-01,76202,11833,713,1
2019-12-01,25353,45340,714,0
2019-12-01,51053,44297,715,1
2019-12-01,13331,33334,716,1
2019-12-01,10887,11374,717,1
2019-12-01,57706,27688,718,0
2019-12-01,13110,14308,719,1
2019-12-01,21231,45705,720,0
2019-12-01,37239,11231,721,1
2019-12-01,55016,10460,722,1
2019-12-01,75343,24596,723,0
2019-12-01,22579,40899,724,0
2019-12-01,89437,42683,725,1
2019-12-01,45111,49014,726,0
2019-12-01,19707,43238,727,0
2019-12-01,38152,26920,728,1
2019-12-01,88248,29239,729,0
2019-12-01,61918,37315,730,0
2019-12-01,26396,43123,731,0
2019-12-01,65324,34446,732,0
2019-12-01,18893,39868,733,1
2019-12-01,21354,47527,734,0
2019-12-01,25353,23117,735,1
2019-12-01,16496,46296,736,1
2019-12-01,58127,12868,737,1
2019-12-01,72726,11655,738,0
2019-12-01,70825,27693,739,0
2019-12-01,47291,45762,740,0
2019-12-01,51114,28439,741,0
2019-12-01,19757,23749,742,0
2019-12-01,68146,13818,743,1
2019-12-01,72165,17750,744,1
2019-12-01,19703,30587,745,1
2019-12-01,82253,35444,746,0
2019-12-01,11599,21862,747,0
2019-12-01,45749,28457,748,0
2019-12-01,77573,15481,749,1
2019-12-01,74428,47147,750,0
2019-12-01,21874,38780,751,1
2019-12-01,91029,33404,752,0
2019-12-01,52111,38765,753,1
2019-12-01,29946,45288,754,0
2019-12-01,43072,38378,755,1
2019-12-01,26396,45773,756,1
2019-12-01,12995,32961,757,0
2019-12-01,84677,35097,758,1
2019-12-01,57340,23865,759,1
2019-12-01,31840,10481,760,1
2019-12-01,31327,47233,761,1
2019-12-01,50101,47173,762,1
2019-12-01,95369,11511,763,0
2019-12-01,48175,39250,764,0
2019-12-01,70340,33305,765,1
2019-12-01,75531,39743,766,1
2019-12-01,43692,21419,767,0
2019-12-01,77573,26209,768,0
2019-12-01,13979,33917,769,0
2019-12-01,64093,18267,770,0
2019-12-01,87831,13214,771,1
2019-12-01,40429,39189,772,1
2019-12-01,47855,35653,773,1
2019-12-01,71683,29527,774,1
2019-12-01,21950,47211,775,0
2019-12-01,29615,15841,776,1
2019-12-01,89320,18929,777,0
2019-12-01,15834,14586,778,1
2019-12-01,50389,47318,779,1
2019-12-01,49363,29113,780,0
2019-12-01,82488,31968,781,0
2019-12-01,38064,34657,782,1
2019-12-01,97156,17816,783,0
2019-12-01,74550,18712,784,0
2019-12-01,15955,22609,785,1
2019-12-01,33277,17126,786,1
2019-12-01,19975,43244,787,1
2019-12-01,31344,10584,788,0
2019-12-01,79290,40561,789,1
2019-12-01,44301,35461,790,1
2019-12-01,11801,23271,791,0
2019-12-01,74428,17023,792,1
2019-12-01,80167,11356,793,0
2019-12-01,73555,18247,794,0
2019-12-01,46366,26382,795,1
2019-12-01,78927,29269,796,0
2019-12-01,46983,21915,797,0
2019-12-01,42892,49468,798,1
2019-12-01,80542,14510,799,0
2019-12-01,68122,28452,800,0
2019-12-01,51847,42028,801,1
2019-12-01,40890,14193,802,1
2019-12-01,32675,22635,803,1
2019-12-01,44959,40845,804,1
2019-12-01,18966,22701,805,0
2019-12-01,47308,43491,806,1
2019-12-01,63462,28560,807,0
2019-12-01,40945,12201,808,0
2019-12-01,66646,11444,809,1
2019-12-01,95683,34272,810,1
2019-12-01,79425,43256,811,0
2019-12-01,58642,36198,812,1
2019-12-01,87297,34899,813,1
2019-12-01,51005,16845,814,0
2019-12-01,11013,28964,815,1
2019-12-01,29961,16671,816,1
2019-12-01,39544,33778,817,0
2019-12-01,53233,48085,818,0
2019-12-01,50101,36455,819,1
2019-12-01,78624,15566,820,1
